FromStopID;ToStopID;RunTime
10994_37;agg_11800_0_11164_0_11804_22_11166_22;325
10994_37;agg_9737_0_11857_8_9737_1;68
10994_37;agg_11967_0_11967_1_11963_44_10695_33_10705_0_10705_1;1284
10994_37;agg_11967_43_11963_0_10695_0_10705_33;1452
10994_37;agg_11973_30_9852_17_10683_0_9836_28;1216
10994_37;agg_12113_47_12561_34_12556_9;1043
10994_37;agg_12115_0_12558_0_12570_0;1079
10994_37;agg_11039_11_11037_0_12607_19_12605_0_11037_1_12605_1_12497_20_12499_0_12499_1;469
10994_37;agg_12570_35_12561_0;86
10994_37;agg_12751_33_12751_34_11845_43;562
10994_37;agg_12788_0_12763_0_12771_36;449
10994_37;agg_10661_0_10064_29_10663_31_10066_0;445
10994_37;agg_9908_53_9922_0;1390
10994_37;agg_12434_34_12434_35;317
10994_37;agg_11804_21_10538_19_11166_21_10970_26_10537_0_10538_20;317
10994_37;agg_10537_16_10538_0;395
10994_37;agg_10948_0_10802_38;308
10994_37;agg_11880_0_10675_0_11986_0;1006
10994_37;agg_11968_0_9873_0;822
10994_37;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;1407
10994_37;agg_11679_0_11683_37_11679_1;273
10994_37;agg_11679_36_11683_0;749
10994_37;agg_10671_36_11882_47_11989_25;1003
10994_37;agg_11518_0_11838_49_11845_0_11523_30;1199
10994_37;agg_9777_0_9773_29;392
10994_37;agg_9777_31_9773_0;425
10994_37;agg_11060_0_11067_23;985
10994_37;agg_10965_25_10970_0;555
10994_37;agg_12123_27_12124_0_10487_0_10481_42;559
10994_37;agg_11065_20_11067_0_9852_0_9844_45;1152
10994_37;agg_11039_0_11037_12;576
10994_37;agg_12763_36_12771_0;1239
10994_37;agg_11475_0_11467_26_11475_1;791
10994_37;agg_11475_27_10487_39_10481_0_11467_0;357
10994_37;agg_11079_0_11077_9_11079_1_10705_29;1324
10994_37;agg_11079_10_11077_0;1431
10994_37;agg_11082_16_10120_31_11085_0_12038_6;1079
10994_37;agg_9852_46_9844_0;868
10994_37;agg_10120_0_10195_0_12049_0;1804
10994_37;agg_10808_0_11530_0_10808_1_11530_1;235
10994_37;agg_9722_0_9722_1;780
10994_37;agg_10980_0_10980_1;130
10994_37;agg_11090_0_10036_0_12472_0;975
11407_0;bs_muellerstrasse;1214
11407_0;bs_cicerostrasse;883
11407_0;9735_25;1102
11407_0;10994_37;1182
11407_0;11407_0;29
11407_0;11407_61;985
11407_0;11658_39;427
11407_0;11800_21;941
11407_0;12751_0;800
11407_0;10661_32;2002
11407_0;10948_29;665
11407_0;11804_0;957
11407_0;10789_0;935
11407_0;9873_50;965
11407_0;12422_0;1263
11407_0;10663_0;2003
11407_0;9724_18;1310
11407_0;10785_23;930
11407_0;10498_0;1054
11407_0;9646_49;1042
11407_0;agg_9627_0_9735_0_10804_0_11658_0_11946_0_11979_0_11838_17_11649_0_9724_0_10632_0_11941_14_10740_0_12482_0_11703_0;962
11407_0;agg_9633_0_9633_1;1038
11407_0;agg_9633_48_11946_43_11949_0_9646_0;1331
11407_0;agg_9828_0_12475_0;1436
11407_0;agg_11516_32_11970_0_12041_8_11921_0;1443
11407_0;agg_9828_4_11970_4_10691_33_9844_29;1511
11407_0;agg_9828_20_11060_9_11065_0_11957_27;1322
11407_0;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;1074
11407_0;agg_9863_0_9863_1;958
11407_0;agg_9863_50_11969_8;1349
11407_0;agg_9897_0_9973_34_9889_51_9963_0;1946
11407_0;agg_11514_0_12043_0;1523
11407_0;agg_12472_23_9836_31_9897_34_11923_50_11973_33_12043_1_9852_20;1533
11407_0;agg_10142_44_10136_0_9897_50_9889_0;1570
11407_0;agg_10045_25_11089_9_12475_23;1420
11407_0;agg_10740_22_10099_15;925
11407_0;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;1100
11407_0;agg_10115_37_10115_38_10189_36_10189_37;1670
11407_0;agg_10258_1_10221_30_10312_0_10312_1_12434_0_12422_35_10315_28_10882_1;30
11407_0;agg_10385_45_10395_0_11755_32_11759_0;846
11407_0;agg_10437_0_11755_0_12113_0_10437_1_11755_1_12113_1_11941_24;803
11407_0;agg_10437_17_10498_41;791
11407_0;agg_11665_0_10437_34_11665_1;500
11407_0;agg_10444_40_11759_32_12115_49;787
11407_0;agg_10804_21_10804_22_11538_46_11538_47_10481_5;921
11407_0;agg_10994_0_10980_36;842
11407_0;agg_10994_1_12123_0_10959_25_10336_34_10329_0_10956_0;856
11407_0;agg_11518_32_11523_0;1166
11407_0;agg_11514_32_11516_0_12464_0_12462_15_11516_1_12464_1;1205
11407_0;agg_11516_10_9908_16_10691_9_11882_34_12464_4_9929_0_9844_1_9931_11;1263
11407_0;agg_11538_0_11530_46;609
11407_0;agg_11643_41_11697_35_10630_17_12477_32_10808_22_9722_19_11978_23_9737_25_11665_39;957
11407_0;agg_10959_0_10956_24_12115_27_12434_14_11773_6_10959_1_11776_10_12113_22_12422_21;789
11407_0;agg_10965_0_10970_27;818
11407_0;agg_11800_0_11164_0_11804_22_11166_22;824
11407_0;agg_9737_0_11857_8_9737_1;1134
11407_0;agg_11967_0_11967_1_11963_44_10695_33_10705_0_10705_1;1642
11407_0;agg_11967_43_11963_0_10695_0_10705_33;1983
11407_0;agg_11973_30_9852_17_10683_0_9836_28;1601
11407_0;agg_12113_47_12561_34_12556_9;772
11407_0;agg_12115_0_12558_0_12570_0;808
11407_0;agg_11039_11_11037_0_12607_19_12605_0_11037_1_12605_1_12497_20_12499_0_12499_1;954
11407_0;agg_12570_35_12561_0;1116
11407_0;agg_12751_33_12751_34_11845_43;1094
11407_0;agg_12788_0_12763_0_12771_36;774
11407_0;agg_10661_0_10064_29_10663_31_10066_0;977
11407_0;agg_9908_53_9922_0;1879
11407_0;agg_12434_34_12434_35;1294
11407_0;agg_11804_21_10538_19_11166_21_10970_26_10537_0_10538_20;853
11407_0;agg_10537_16_10538_0;1073
11407_0;agg_10948_0_10802_38;851
11407_0;agg_11880_0_10675_0_11986_0;1538
11407_0;agg_11968_0_9873_0;1353
11407_0;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;1909
11407_0;agg_11679_0_11683_37_11679_1;1192
11407_0;agg_11679_36_11683_0;854
11407_0;agg_10671_36_11882_47_11989_25;1535
11407_0;agg_11518_0_11838_49_11845_0_11523_30;1100
11407_0;agg_9777_0_9773_29;854
11407_0;agg_9777_31_9773_0;1344
